<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.12	11:55:00	4590.16	4591.99	4587.74	4589.13	2042	0	19
2026.01.12	12:00:00	4589.14	4593.42	4589.12	4590.42	1848	0	19
2026.01.12	12:05:00	4590.42	4591.17	4586.78	4586.98	1598	0	19
2026.01.12	12:10:00	4586.97	4592.17	4586.05	4592.17	1949	0	19
2026.01.12	12:15:00	4592.16	4592.53	4589.18	4589.25	1404	0	19
2026.01.12	12:20:00	4589.25	4591.71	4588.82	4591.49	1351	0	19
2026.01.12	12:25:00	4591.50	4594.03	4591.11	4592.46	1440	0	19
2026.01.12	12:30:00	4592.47	4594.63	4586.76	4587.52	2127	0	19
2026.01.12	12:35:00	4587.50	4591.98	4587.40	4591.97	1868	0	19
2026.01.12	12:40:00	4591.96	4593.83	4589.69	4589.77	1471	0	19
2026.01.12	12:45:00	4589.76	4593.12	4589.57	4592.33	1512	0	19
2026.01.12	12:50:00	4592.32	4594.51	4592.32	4593.66	1464	0	19
2026.01.12	12:55:00	4593.65	4595.43	4592.98	4594.23	1497	0	19
2026.01.12	13:00:00	4594.23	4594.90	4591.84	4592.75	1601	0	19
2026.01.12	13:05:00	4592.75	4593.46	4591.89	4592.13	1294	0	19
2026.01.12	13:10:00	4592.13	4592.91	4590.53	4590.99	1458	0	19
2026.01.12	13:15:00	4590.99	4593.96	4589.49	4589.79	1574	0	19
2026.01.12	13:20:00	4589.79	4590.04	4586.58	4588.16	1747	0	19
2026.01.12	13:25:00	4588.16	4588.16	4583.91	4585.22	2029	0	19
2026.01.12	13:30:00	4585.23	4587.45	4584.44	4587.44	1742	0	19
2026.01.12	13:35:00	4587.45	4590.13	4586.90	4590.12	1535	0	19
2026.01.12	13:40:00	4590.13	4592.02	4589.54	4592.01	1746	0	19
2026.01.12	13:45:00	4592.01	4592.05	4586.32	4586.36	1423	0	19
2026.01.12	13:50:00	4586.35	4586.90	4584.62	4585.54	1575	0	19
2026.01.12	13:55:00	4585.51	4585.72	4581.85	4585.22	1995	0	19
2026.01.12	14:00:00	4585.22	4586.74	4583.46	4584.40	2253	0	19
2026.01.12	14:05:00	4584.40	4585.21	4579.50	4581.16	2113	0	19
2026.01.12	14:10:00	4581.16	4585.34	4581.13	4582.17	2058	0	19
2026.01.12	14:15:00	4582.16	4582.57	4579.04	4580.73	1773	0	19
2026.01.12	14:20:00	4580.72	4582.41	4578.49	4582.32	1983	0	19
2026.01.12	14:25:00	4582.30	4582.83	4580.67	4582.71	1770	0	19
2026.01.12	14:30:00	4582.71	4585.24	4582.23	4584.90	1751	0	19
2026.01.12	14:35:00	4584.90	4586.11	4583.90	4584.96	1874	0	19
2026.01.12	14:40:00	4584.90	4586.85	4584.43	4586.18	1760	0	19
2026.01.12	14:45:00	4586.20	4587.78	4585.38	4586.90	2056	0	19
2026.01.12	14:50:00	4586.90	4589.68	4586.67	4588.75	1900	0	19
2026.01.12	14:55:00	4588.75	4590.64	4587.61	4590.46	1994	0	19
2026.01.12	15:00:00	4590.47	4596.08	4588.66	4596.08	3423	0	19
2026.01.12	15:05:00	4596.05	4604.51	4595.94	4601.27	3386	0	19
2026.01.12	15:10:00	4601.18	4609.33	4601.16	4606.58	3469	0	19
2026.01.12	15:15:00	4606.57	4610.60	4606.57	4608.60	3005	0	19
2026.01.12	15:20:00	4608.58	4611.11	4606.81	4609.84	2906	0	19
2026.01.12	15:25:00	4609.82	4611.05	4604.46	4605.00	3117	0	19
2026.01.12	15:30:00	4604.91	4609.26	4604.86	4609.00	2689	0	19
2026.01.12	15:35:00	4608.99	4611.04	4607.27	4610.44	2560	0	19
2026.01.12	15:40:00	4610.43	4613.26	4606.29	4609.08	2761	0	19
2026.01.12	15:45:00	4609.09	4615.14	4607.96	4614.34	2683	0	19
2026.01.12	15:50:00	4614.33	4619.96	4613.93	4619.57	2593	0	19
2026.01.12	15:55:00	4619.62	4620.31	4615.74	4615.80	2629	0	19
2026.01.12	16:00:00	4615.80	4617.23	4598.13	4600.27	3686	0	19
2026.01.12	16:05:00	4600.27	4604.35	4597.91	4598.53	3820	0	19
2026.01.12	16:10:00	4598.55	4598.61	4592.64	4596.39	3796	0	19
2026.01.12	16:15:00	4596.39	4598.64	4590.67	4596.84	3483	0	19
2026.01.12	16:20:00	4596.84	4599.55	4592.56	4596.90	3487	0	19
2026.01.12	16:25:00	4596.91	4597.72	4585.04	4586.55	3696	0	19
2026.01.12	16:30:00	4586.49	4601.08	4585.34	4598.10	4029	0	19
2026.01.12	16:35:00	4598.11	4611.39	4592.29	4610.72	4233	0	19
2026.01.12	16:40:00	4610.77	4610.96	4601.85	4604.19	3940	0	19
2026.01.12	16:45:00	4604.19	4604.49	4597.41	4601.87	4076	0	19
2026.01.12	16:50:00	4601.91	4608.10	4598.91	4604.67	3829	0	19
2026.01.12	16:55:00	4604.68	4606.31	4600.54	4602.25	3517	0	19
2026.01.12	17:00:00	4602.24	4613.15	4601.92	4607.20	3655	0	19
2026.01.12	17:05:00	4607.19	4617.84	4605.88	4615.66	3585	0	19
2026.01.12	17:10:00	4615.53	4619.24	4614.51	4617.53	3329	0	19
2026.01.12	17:15:00	4617.53	4619.02	4612.82	4614.38	3316	0	19
2026.01.12	17:20:00	4614.41	4618.54	4610.40	4617.99	3365	0	19
2026.01.12	17:25:00	4617.98	4622.22	4616.89	4619.60	3061	0	19
2026.01.12	17:30:00	4619.62	4624.76	4618.56	4622.97	3046	0	19
2026.01.12	17:35:00	4622.96	4627.39	4622.71	4626.67	3130	0	19
2026.01.12	17:40:00	4626.65	4627.45	4622.16	4623.60	3017	0	19
2026.01.12	17:45:00	4623.60	4624.89	4618.92	4622.09	2917	0	19
2026.01.12	17:50:00	4622.09	4622.79	4619.02	4621.15	2578	0	19
2026.01.12	17:55:00	4621.14	4622.68	4618.02	4621.30	2814	0	19
2026.01.12	18:00:00	4621.29	4624.06	4617.51	4623.62	2722	0	19
2026.01.12	18:05:00	4623.63	4624.91	4622.67	4624.69	2421	0	19
2026.01.12	18:10:00	4624.69	4629.69	4622.59	4629.13	2537	0	19
2026.01.12	18:15:00	4629.11	4630.12	4626.59	4628.19	2847	0	19
2026.01.12	18:20:00	4628.19	4629.76	4622.30	4624.36	2673	0	19
2026.01.12	18:25:00	4624.36	4624.69	4619.77	4620.03	2417	0	19
2026.01.12	18:30:00	4620.02	4622.95	4619.40	4621.43	2489	0	19
2026.01.12	18:35:00	4621.42	4623.27	4613.18	4613.21	2812	0	19
2026.01.12	18:40:00	4613.21	4613.77	4607.88	4612.26	3267	0	19
2026.01.12	18:45:00	4612.33	4617.10	4612.06	4615.92	2626	0	19
2026.01.12	18:50:00	4615.92	4618.44	4615.59	4616.95	2201	0	19
2026.01.12	18:55:00	4616.93	4617.56	4614.69	4616.94	2122	0	19
2026.01.12	19:00:00	4616.94	4618.43	4615.77	4615.87	2199	0	19
2026.01.12	19:05:00	4615.87	4617.52	4613.68	4614.16	2118	0	19
2026.01.12	19:10:00	4614.17	4616.96	4614.01	4615.45	2068	0	19
2026.01.12	19:15:00	4615.45	4618.44	4615.22	4615.74	1953	0	19
2026.01.12	19:20:00	4615.73	4617.66	4612.01	4616.34	2484	0	19
2026.01.12	19:25:00	4616.32	4617.75	4615.45	4616.29	2044	0	19
2026.01.12	19:30:00	4616.33	4616.93	4613.08	4613.27	2122	0	19
2026.01.12	19:35:00	4613.27	4615.49	4610.70	4613.50	2544	0	19
2026.01.12	19:40:00	4613.49	4614.83	4611.88	4613.25	2263	0	19
2026.01.12	19:45:00	4613.27	4618.57	4613.27	4617.39	2260	0	19
2026.01.12	19:50:00	4617.40	4620.58	4616.72	4617.34	2413	0	19
2026.01.12	19:55:00	4617.29	4620.21	4616.21	4616.40	2204	0	19
2026.01.12	20:00:00	4616.40	4618.55	4615.10	4615.29	2193	0	19
2026.01.12	20:05:00	4615.28	4617.35	4613.70	4614.89	2200	0	19
2026.01.12	20:10:00	4614.89	4615.77	4608.52	4608.52	2184	0	19
2026.01.12	20:15:00	4608.37	4608.51	4601.91	4602.77	3012	0	19
2026.01.12	20:20:00	4602.76	4607.91	4601.82	4604.85	3019	0	19
2026.01.12	20:25:00	4604.87	4605.88	4600.49	4605.67	2860	0	19
2026.01.12	20:30:00	4605.66	4610.86	4603.12	4610.12	2195	0	19
2026.01.12	20:35:00	4610.12	4610.34	4607.23	4610.10	1829	0	19
2026.01.12	20:40:00	4610.10	4610.71	4605.31	4605.91	1816	0	19
2026.01.12	20:45:00	4605.91	4609.76	4605.74	4606.57	1879	0	19
2026.01.12	20:50:00	4606.58	4607.04	4603.69	4606.93	1887	0	19
2026.01.12	20:55:00	4606.94	4611.14	4606.81	4610.83	1629	0	19
2026.01.12	21:00:00	4610.82	4611.26	4608.90	4609.06	1695	0	19
2026.01.12	21:05:00	4609.05	4612.33	4608.73	4612.12	1753	0	19
2026.01.12	21:10:00	4612.12	4614.76	4612.05	4613.82	2006	0	19
2026.01.12	21:15:00	4613.82	4615.06	4613.36	4614.51	1629	0	19
2026.01.12	21:20:00	4614.49	4614.92	4612.71	4614.77	2015	0	19
2026.01.12	21:25:00	4614.77	4617.37	4613.63	4616.96	2193	0	19
2026.01.12	21:30:00	4616.97	4618.93	4616.03	4616.17	2077	0	19
2026.01.12	21:35:00	4616.18	4617.31	4615.30	4616.32	1590	0	19
2026.01.12	21:40:00	4616.32	4617.01	4614.12	4616.35	1450	0	19
2026.01.12	21:45:00	4616.38	4616.84	4613.05	4613.19	1837	0	19
2026.01.12	21:50:00	4613.16	4614.29	4610.82	4612.87	1926	0	19
2026.01.12	21:55:00	4612.83	4612.87	4609.27	4611.08	1732	0	19
2026.01.12	22:00:00	4611.13	4611.66	4603.44	4604.08	2230	0	19
2026.01.12	22:05:00	4604.08	4605.18	4599.96	4600.50	2417	0	19
2026.01.12	22:10:00	4600.50	4604.19	4600.32	4602.84	2530	0	19
2026.01.12	22:15:00	4602.87	4604.37	4599.74	4601.60	2674	0	19
2026.01.12	22:20:00	4601.57	4602.87	4600.00	4602.49	2487	0	19
2026.01.12	22:25:00	4602.49	4604.13	4601.72	4602.44	1994	0	19
2026.01.12	22:30:00	4602.46	4604.68	4601.23	4602.74	2270	0	19
2026.01.12	22:35:00	4602.74	4604.76	4601.33	4602.07	1884	0	19
2026.01.12	22:40:00	4602.07	4602.84	4592.45	4592.63	2589	0	19
2026.01.12	22:45:00	4592.63	4594.81	4591.76	4593.20	2341	0	19
2026.01.12	22:50:00	4593.20	4598.65	4593.02	4598.11	2188	0	19
2026.01.12	22:55:00	4598.13	4599.22	4591.50	4593.57	2829	0	19
2026.01.12	23:00:00	4593.57	4595.58	4591.18	4592.30	1586	0	19
2026.01.12	23:05:00	4592.29	4596.91	4592.09	4595.88	1348	0	19
2026.01.12	23:10:00	4595.88	4596.01	4591.81	4592.75	1441	0	19
2026.01.12	23:15:00	4592.75	4593.92	4591.04	4593.02	1142	0	19
2026.01.12	23:20:00	4593.03	4594.26	4592.70	4593.52	1229	0	19
2026.01.12	23:25:00	4593.51	4594.04	4593.09	4593.76	978	0	19
2026.01.12	23:30:00	4593.74	4595.16	4593.74	4594.22	1165	0	19
2026.01.12	23:35:00	4594.25	4594.29	4592.40	4593.01	1010	0	19
2026.01.12	23:40:00	4593.00	4593.04	4589.94	4590.39	864	0	19
2026.01.12	23:45:00	4590.40	4593.88	4589.29	4593.87	1367	0	19
2026.01.12	23:50:00	4593.86	4594.20	4591.95	4592.39	1011	0	19
2026.01.12	23:55:00	4592.38	4597.15	4592.38	4596.84	854	0	19
2026.01.13	01:00:00	4597.21	4607.98	4595.37	4596.92	1742	0	19
2026.01.13	01:05:00	4596.74	4597.47	4592.07	4593.99	1290	0	19
2026.01.13	01:10:00	4593.99	4593.99	4578.04	4579.17	2564	0	19
2026.01.13	01:15:00	4579.17	4587.55	4578.42	4583.75	2405	0	19
2026.01.13	01:20:00	4583.75	4588.21	4582.56	4587.92	2063	0	19
2026.01.13	01:25:00	4587.93	4588.71	4584.41	4584.57	1706	0	19
2026.01.13	01:30:00	4584.57	4590.10	4584.16	4590.01	1780	0	19
2026.01.13	01:35:00	4590.02	4590.11	4585.72	4587.31	1924	0	19
2026.01.13	01:40:00	4587.30	4589.83	4585.96	4586.09	1304	0	19
2026.01.13	01:45:00	4586.15	4590.05	4586.14	4589.65	1452	0	19
2026.01.13	01:50:00	4589.64	4594.61	4588.67	4591.03	1596	0	19
2026.01.13	01:55:00	4591.01	4599.53	4590.79	4599.21	1986	0	19
2026.01.13	02:00:00	4599.30	4599.50	4593.76	4594.73	1882	0	19
2026.01.13	02:05:00	4594.73	4596.53	4592.57	4592.70	1753	0	19
2026.01.13	02:10:00	4592.69	4594.70	4592.24	4592.96	1341	0	19
2026.01.13	02:15:00	4592.95	4595.94	4592.04	4594.70	1280	0	19
2026.01.13	02:20:00	4594.70	4595.37	4590.93	4592.60	1141	0	19
2026.01.13	02:25:00	4592.59	4592.61	4588.21	4588.35	1166	0	19
2026.01.13	02:30:00	4588.35	4590.82	4587.22	4587.84	1468	0	19
2026.01.13	02:35:00	4587.95	4588.70	4584.50	4585.20	1713	0	19
2026.01.13	02:40:00	4585.21	4586.55	4585.08	4586.24	1438	0	19
2026.01.13	02:45:00	4586.24	4590.86	4586.22	4588.92	1489	0	19
2026.01.13	02:50:00	4588.92	4590.87	4587.89	4589.95	1426	0	19
2026.01.13	02:55:00	4589.96	4592.17	4586.96	4587.31	1613	0	19
2026.01.13	03:00:00	4587.32	4589.18	4581.60	4583.28	3785	0	19
2026.01.13	03:05:00	4583.29	4593.45	4582.78	4588.55	3218	0	19
2026.01.13	03:10:00	4588.55	4595.69	4588.37	4592.43	2990	0	19
2026.01.13	03:15:00	4592.44	4595.58	4584.80	4586.78	2900	0	19
2026.01.13	03:20:00	4586.77	4589.36	4585.09	4587.21	2424	0	19
2026.01.13	03:25:00	4587.24	4588.40	4581.63	4581.75	2841	0	19
2026.01.13	03:30:00	4581.75	4582.49	4575.63	4577.31	3261	0	19
2026.01.13	03:35:00	4577.33	4585.03	4576.80	4584.92	2927	0	19
2026.01.13	03:40:00	4584.95	4587.26	4581.98	4583.19	2942	0	19
2026.01.13	03:45:00	4583.18	4585.98	4581.03	4581.70	2950	0	19
2026.01.13	03:50:00	4581.70	4583.37	4579.77	4580.24	2893	0	19
2026.01.13	03:55:00	4580.31	4582.25	4577.64	4577.88	2835	0	19
2026.01.13	04:00:00	4577.87	4586.40	4576.75	4584.86	3069	0	19
2026.01.13	04:05:00	4584.87	4590.55	4584.71	4587.96	2690	0	19
2026.01.13	04:10:00	4587.99	4589.05	4584.76	4586.51	2676	0	19
2026.01.13	04:15:00	4586.51	4587.05	4584.03	4585.49	2006	0	19
2026.01.13	04:20:00	4585.49	4587.14	4584.35	4587.12	1677	0	19
2026.01.13	04:25:00	4587.10	4587.32	4583.53	4583.79	1828	0	19
2026.01.13	04:30:00	4583.77	4589.39	4582.04	4586.59	2732	0	19
2026.01.13	04:35:00	4586.57	4588.69	4585.55	4588.26	2636	0	19
2026.01.13	04:40:00	4588.26	4590.29	4586.90	4589.25	2798	0	19
2026.01.13	04:45:00	4589.24	4594.11	4589.07	4591.97	2889	0	19
2026.01.13	04:50:00	4591.97	4595.05	4591.97	4593.47	2490	0	19
2026.01.13	04:55:00	4593.47	4594.86	4592.34	4594.24	1961	0	19
2026.01.13	05:00:00	4594.23	4596.30	4592.77	4595.36	2242	0	19
2026.01.13	05:05:00	4595.35	4596.84	4594.72	4595.31	1864	0	19
2026.01.13	05:10:00	4595.31	4599.61	4595.31	4597.92	2027	0	19
2026.01.13	05:15:00	4597.92	4598.01	4596.16	4596.83	1729	0	19
2026.01.13	05:20:00	4596.79	4598.70	4595.81	4595.93	2057	0	19
2026.01.13	05:25:00	4595.93	4596.97	4594.83	4595.69	2521	0	19
2026.01.13	05:30:00	4595.68	4596.15	4594.79	4595.24	1440	0	19
2026.01.13	05:35:00	4595.24	4598.09	4595.19	4597.42	1461	0	19
2026.01.13	05:40:00	4597.47	4597.52	4593.51	4593.88	1665	0	19
2026.01.13	05:45:00	4593.92	4595.26	4592.86	4593.49	1616	0	19
2026.01.13	05:50:00	4593.49	4594.00	4592.52	4593.68	1498	0	19
2026.01.13	05:55:00	4593.68	4595.09	4592.99	4594.14	1797	0	19
2026.01.13	06:00:00	4594.14	4596.32	4593.94	4594.97	1565	0	19
2026.01.13	06:05:00	4594.96	4596.60	4594.74	4596.02	1185	0	19
2026.01.13	06:10:00	4596.02	4597.99	4595.71	4597.67	1187	0	19
2026.01.13	06:15:00	4597.65	4599.29	4597.08	4598.86	1498	0	19
2026.01.13	06:20:00	4598.87	4599.67	4597.75	4597.79	1457	0	19
2026.01.13	06:25:00	4597.79	4598.28	4596.54	4597.38	1368	0	19
2026.01.13	06:30:00	4597.37	4597.82	4595.70	4595.93	1294	0	19
2026.01.13	06:35:00	4595.93	4596.18	4594.67	4595.64	1365	0	19
2026.01.13	06:40:00	4595.64	4599.79	4595.59	4598.86	1503	0	19
2026.01.13	06:45:00	4598.85	4599.36	4597.56	4598.47	1271	0	19
2026.01.13	06:50:00	4598.46	4598.46	4596.16	4597.41	1370	0	19
2026.01.13	06:55:00	4597.41	4598.19	4596.20	4596.51	1018	0	19
2026.01.13	07:00:00	4596.48	4598.47	4596.23	4597.18	1236	0	19
2026.01.13	07:05:00	4597.18	4597.18	4591.87	4594.28	1612	0	19
2026.01.13	07:10:00	4594.22	4595.40	4592.12	4594.37	1566	0	19
2026.01.13	07:15:00	4594.39	4596.41	4594.29	4595.15	1261	0	19
2026.01.13	07:20:00	4595.14	4598.08	4594.84	4598.08	918	0	19
2026.01.13	07:25:00	4598.11	4601.52	4598.01	4601.34	1593	0	19
2026.01.13	07:30:00	4601.36	4602.13	4585.68	4590.92	3346	0	19
2026.01.13	07:35:00	4590.93	4591.80	4586.27	4590.64	2723	0	19
2026.01.13	07:40:00	4590.64	4594.92	4589.18	4594.34	2389	0	19
2026.01.13	07:45:00	4594.31	4596.06	4592.40	4593.17	2294	0	19
2026.01.13	07:50:00	4593.19	4595.29	4591.23	4593.39	2538	0	19
2026.01.13	07:55:00	4593.37	4594.22	4592.09	4592.09	2295	0	19
2026.01.13	08:00:00	4592.09	4592.11	4589.51	4591.45	2684	0	19
2026.01.13	08:05:00	4591.45	4592.36	4588.08	4588.80	2629	0	19
2026.01.13	08:10:00	4588.78	4591.24	4588.03	4590.27	2692	0	19
2026.01.13	08:15:00	4590.27	4590.44	4587.39	4588.72	2457	0	19
2026.01.13	08:20:00	4588.72	4590.83	4584.79	4586.80	2334	0	19
2026.01.13	08:25:00	4586.81	4586.97	4582.45	4584.84	2355	0	19
2026.01.13	08:30:00	4584.85	4586.02	4579.22	4583.87	2531	0	19
2026.01.13	08:35:00	4583.86	4584.46	4576.90	4577.88	2718	0	19
2026.01.13	08:40:00	4577.88	4577.97	4573.44	4575.92	2801	0	19
2026.01.13	08:45:00	4575.92	4580.23	4575.42	4579.73	2430	0	19
2026.01.13	08:50:00	4579.71	4583.37	4579.71	4580.36	2341	0	19
2026.01.13	08:55:00	4580.34	4581.88	4578.84	4581.65	2066	0	19
2026.01.13	09:00:00	4581.68	4583.32	4579.11	4581.60	1789	0	19
2026.01.13	09:05:00	4581.60	4585.34	4581.60	4584.58	1311	0	19
2026.01.13	09:10:00	4584.55	4585.19	4584.08	4584.73	1010	0	19
2026.01.13	09:15:00	4584.73	4584.81	4580.80	4581.16	1437	0	19
2026.01.13	09:20:00	4581.17	4582.32	4578.88	4581.08	1715	0	19
2026.01.13	09:25:00	4581.08	4584.96	4580.98	4583.95	1516	0	19
2026.01.13	09:30:00	4583.95	4587.08	4583.63	4585.31	1729	0	19
2026.01.13	09:35:00	4585.32	4586.19	4583.45	4584.97	1555	0	19
2026.01.13	09:40:00	4584.97	4585.33	4579.62	4580.34	1787	0	19
2026.01.13	09:45:00	4580.33	4580.79	4578.03	4579.03	1478	0	19
2026.01.13	09:50:00	4579.03	4580.50	4577.56	4577.66	1666	0	19
2026.01.13	09:55:00	4577.63	4582.51	4577.47	4580.65	1757	0	19
2026.01.13	10:00:00	4580.64	4585.45	4579.62	4585.08	2130	0	19
2026.01.13	10:05:00	4585.07	4587.88	4585.04	4587.29	1723	0	19
2026.01.13	10:10:00	4587.27	4591.61	4587.05	4587.78	1771	0	19
2026.01.13	10:15:00	4587.78	4587.89	4584.92	4587.22	1715	0	19
2026.01.13	10:20:00	4587.23	4589.72	4586.64	4589.39	1614	0	19
2026.01.13	10:25:00	4589.39	4592.57	4588.75	4590.00	1893	0	19
2026.01.13	10:30:00	4590.00	4593.76	4589.20	4593.65	2125	0	19
2026.01.13	10:35:00	4593.65	4597.10	4593.60	4595.32	2157	0	19
2026.01.13	10:40:00	4595.33	4596.17	4592.64	4593.56	1819	0	19
2026.01.13	10:45:00	4593.55	4595.43	4592.45	4593.77	1537	0	19
2026.01.13	10:50:00	4593.78	4594.40	4592.76	4593.21	1328	0	19
2026.01.13	10:55:00	4593.21	4593.40	4591.85	4592.78	1629	0	19
2026.01.13	11:00:00	4592.80	4594.31	4589.61	4591.12	1993	0	19
2026.01.13	11:05:00	4591.12	4595.68	4590.63	4594.84	1297	0	19
2026.01.13	11:10:00	4594.83	4595.06	4593.71	4594.02	1377	0	19
2026.01.13	11:15:00	4594.02	4594.99	4591.57	4592.59	1496	0	19
2026.01.13	11:20:00	4592.59	4592.93	4589.86	4589.91	1262	0	19
2026.01.13	11:25:00	4589.92	4590.07	4588.04	4589.21	1362	0	19
2026.01.13	11:30:00	4589.20	4590.10	4588.39	4589.28	1296	0	19
2026.01.13	11:35:00	4589.31	4590.40	4588.29	4590.27	1412	0	19
2026.01.13	11:40:00	4590.26	4592.07	4586.67	4590.70	1935	0	19
2026.01.13	11:45:00	4590.72	4590.97	4587.57	4588.15	1505	0	19
2026.01.13	11:50:00	4588.16	4588.56	4585.89	4585.92	1235	0	19
2026.01.13	11:55:00	4585.94	4587.52	4585.73	4586.10	1359	0	19
2026.01.13	12:00:00	4586.12	4586.96	4582.89	4582.98	1341	0	19
2026.01.13	12:05:00	4582.97	4584.20	4582.63	4583.58	1328	0	19
2026.01.13	12:10:00	4583.57	4584.16	4580.42	4583.57	1567	0	19
2026.01.13	12:15:00	4583.57	4583.62	4580.94	4583.50	1590	0	19
2026.01.13	12:20:00	4583.51	4586.34	4582.96	4583.86	1529	0	19
2026.01.13	12:25:00	4583.86	4586.20	4583.86	4584.69	1388	0	19
2026.01.13	12:30:00	4584.65	4584.65	4581.78	4583.23	1256	0	19
2026.01.13	12:35:00	4583.27	4585.25	4581.89	4584.96	1300	0	19
2026.01.13	12:40:00	4584.95	4588.29	4584.92	4587.16	1590	0	19
2026.01.13	12:45:00	4587.16	4587.20	4585.90	4586.01	947	0	19
2026.01.13	12:50:00	4586.01	4587.21	4584.79	4586.02	1378	0	19
2026.01.13	12:55:00	4586.01	4586.73	4585.48	4586.32	1365	0	19
2026.01.13	13:00:00	4586.32	4588.90	4586.14	4586.19	1243	0	19
2026.01.13	13:05:00	4586.19	4587.16	4585.80	4585.99	1127	0	19
2026.01.13	13:10:00	4585.99	4587.00	4584.85	4584.87	1354	0	19
2026.01.13	13:15:00	4584.88	4586.35	4582.12	4584.45	1903	0	19
2026.01.13	13:20:00	4584.44	4586.51	4584.28	4585.26	1484	0	19
2026.01.13	13:25:00	4585.26	4589.05	4585.22	4586.83	1923	0	19
2026.01.13	13:30:00	4586.84	4586.99	4585.40	4586.47	882	0	19
2026.01.13	13:35:00	4586.48	4586.75	4585.08	4586.30	1068	0	19
2026.01.13	13:40:00	4586.30	4589.78	4585.75	4589.75	1270	0	19
2026.01.13	13:45:00	4589.78	4591.30	4587.33	4588.52	1638	0	19
2026.01.13	13:50:00	4588.52	4592.03	4586.52	4586.76	1767	0	19
2026.01.13	13:55:00	4586.73	4588.90	4586.22	4588.53	1684	0	19
2026.01.13	14:00:00	4588.52	4589.13	4587.30	4587.76	1555	0	19
2026.01.13	14:05:00	4587.76	4587.84	4584.75	4585.80	1319	0	19
2026.01.13	14:10:00	4585.80	4586.21	4583.28	4583.58	1707	0	19
2026.01.13	14:15:00	4583.57	4584.67	4583.15	4583.87	1126	0	19
2026.01.13	14:20:00	4583.87	4584.06	4579.41	4579.77	1517	0	19
2026.01.13	14:25:00	4579.76	4581.05	4577.91	4580.54	1956	0	19
2026.01.13	14:30:00	4580.54	4581.01	4579.36	4580.13	1568	0	19
2026.01.13	14:35:00	4580.15	4584.66	4579.91	4583.90	1535	0	19
2026.01.13	14:40:00	4583.91	4586.20	4583.80	4585.86	1122	0	19
2026.01.13	14:45:00	4585.85	4590.09	4585.49	4589.85	1369	0	19
2026.01.13	14:50:00	4589.85	4593.55	4589.44	4591.17	1878	0	19
2026.01.13	14:55:00	4591.17	4595.20	4591.07	4593.24	2047	0	19
2026.01.13	15:00:00	4593.24	4596.58	4590.74	4594.24	3446	0	19
2026.01.13	15:05:00	4594.19	4598.63	4593.65	4598.63	2952	0	19
2026.01.13	15:10:00	4598.61	4606.28	4596.75	4602.68	3090	0	19
2026.01.13	15:15:00	4602.74	4605.61	4600.46	4601.61	3045	0	19
2026.01.13	15:20:00	4601.59	4606.44	4599.57	4605.38	3039	0	19
2026.01.13	15:25:00	4605.38	4605.40	4599.73	4601.08	2612	0	19
2026.01.13	15:30:00	4601.17	4614.44	4601.16	4613.33	4038	0	19
2026.01.13	15:35:00	4613.42	4616.28	4609.48	4614.09	3798	0	19
2026.01.13	15:40:00	4614.10	4620.31	4612.70	4617.84	3480	0	19
2026.01.13	15:45:00	4617.83	4620.93	4615.00	4617.62	3206	0	19
2026.01.13	15:50:00	4617.74	4618.97	4612.45	4613.25	2955	0	19
2026.01.13	15:55:00	4613.27	4613.30	4607.31	4611.50	3238	0	19
2026.01.13	16:00:00	4611.53	4613.10	4609.09	4611.40	2988	0	19
2026.01.13	16:05:00	4611.37	4616.75	4610.71	4614.27	3117	0	19
2026.01.13	16:10:00	4614.30	4619.03	4611.91	4618.74	2977	0	19
2026.01.13	16:15:00	4618.75	4618.90	4614.59	4614.59	2833	0	19
2026.01.13	16:20:00	4614.55	4623.63	4614.55	4622.57	2871	0	19
2026.01.13	16:25:00	4622.50	4622.82	4618.11	4618.16	2772	0	19
2026.01.13	16:30:00	4618.19	4621.18	4611.66	4615.06	3889	0	19
2026.01.13	16:35:00	4615.07	4620.69	4613.19	4617.01	3737	0	19
2026.01.13	16:40:00	4617.04	4625.93	4615.83	4625.81	3724	0	19
2026.01.13	16:45:00	4625.79	4634.23	4624.73	4633.68	3932	0	19
2026.01.13	16:50:00	4633.69	4634.63	4623.00	4624.25	3873	0	19
2026.01.13	16:55:00	4624.30	4633.01	4623.03	4629.89	3543	0	19
2026.01.13	17:00:00	4629.89	4630.24	4614.17	4619.24	4044	0	19
2026.01.13	17:05:00	4619.25	4622.50	4616.96	4619.39	3856	0	19
2026.01.13	17:10:00	4619.42	4624.44	4617.83	4621.48	3451	0	19
2026.01.13	17:15:00	4621.48	4623.34	4603.48	4606.78	3990	0	19
2026.01.13	17:20:00	4606.87	4610.69	4600.86	4604.14	4110	0	19
2026.01.13	17:25:00	4604.18	4610.80	4603.34	4608.79	3646	0	19
2026.01.13	17:30:00	4608.79	4613.94	4605.51	4612.48	3534	0	19
2026.01.13	17:35:00	4612.53	4613.29	4605.22	4609.27	3365	0	19
2026.01.13	17:40:00	4609.28	4616.30	4606.41	4614.75	3287	0	19
2026.01.13	17:45:00	4614.77	4618.14	4614.07	4615.43	2878	0	19
2026.01.13	17:50:00	4615.44	4619.22	4612.94	4615.71	2833	0	19
